Customer_ID,Total_Orders,Total_Sales,Last_Order_Date,Recency,Cluster,Customer_Segment
KH-16330,8,3312.864,2018-11-20,40,2,Low Engagement Customers
KH-16360,6,3100.612,2018-12-29,1,0,Regular Customers
KH-16510,6,5229.695000000001,2018-12-08,22,2,Low Engagement Customers
KH-16630,9,3918.9660000000003,2018-11-02,58,2,Low Engagement Customers
KH-16690,7,5990.799,2018-12-28,2,2,Low Engagement Customers
KL-16555,8,5016.488,2018-12-14,16,2,Low Engagement Customers
KL-16645,12,14175.229000000001,2018-11-13,47,2,Low Engagement Customers
KM-16225,6,2260.958,2018-12-16,14,0,Regular Customers
KM-16375,8,5620.186,2018-11-04,56,2,Low Engagement Customers
KM-16660,5,453.538,2018-12-15,15,0,Regular Customers
KM-16720,8,4909.472,2018-12-02,28,2,Low Engagement Customers
KN-16390,8,2224.0860000000002,2018-12-11,19,0,Regular Customers
KN-16450,5,2171.962,2018-11-08,52,0,Regular Customers
KN-16705,7,2003.01,2018-09-23,98,0,Regular Customers
KS-16300,3,88.472,2018-03-10,295,1,High Value Customers
KT-16465,7,3057.1,2017-12-04,391,1,High Value Customers
KT-16480,10,4642.088400000001,2018-09-21,100,2,Low Engagement Customers
KW-16435,5,4416.5199999999995,2018-09-25,96,0,Regular Customers
KW-16570,4,449.096,2016-11-20,770,1,High Value Customers
LA-16780,11,8673.222,2018-07-29,154,2,Low Engagement Customers
LB-16735,3,50.188,2018-11-12,48,0,Regular Customers
LB-16795,8,4985.676,2018-07-31,152,2,Low Engagement Customers
LC-16870,8,2580.7039999999997,2018-12-03,27,2,Low Engagement Customers
LC-16885,12,7663.126,2018-12-14,16,2,Low Engagement Customers
LC-16930,8,4492.946,2018-11-19,41,2,Low Engagement Customers
LC-16960,4,3246.626,2017-10-20,436,1,High Value Customers
LC-17050,5,2095.064,2018-11-06,54,0,Regular Customers
LC-17140,9,2633.582,2018-12-17,13,2,Low Engagement Customers
LD-16855,1,5.304,2017-06-26,552,1,High Value Customers
LD-17005,4,1961.934,2017-11-11,414,1,High Value Customers
LE-16810,6,1469.45,2018-12-09,21,0,Regular Customers
LF-17185,7,3930.5089999999996,2018-12-08,22,2,Low Engagement Customers
LH-16750,3,287.426,2018-08-01,151,0,Regular Customers
LH-16900,9,2295.332,2018-12-09,21,2,Low Engagement Customers
LH-17020,4,318.239,2018-05-05,239,0,Regular Customers
LH-17155,9,1739.689,2017-12-10,385,2,Low Engagement Customers
LL-16840,5,2454.554,2018-04-25,249,0,Regular Customers
LM-17065,5,1346.774,2017-12-04,391,1,High Value Customers
LO-17170,5,644.35,2018-12-28,2,0,Regular Customers
LP-17080,4,756.606,2018-11-20,40,0,Regular Customers
LP-17095,6,3104.439,2018-12-21,9,0,Regular Customers
LR-16915,6,5142.892,2018-12-04,26,2,Low Engagement Customers
LR-17035,5,1879.306,2018-08-20,132,0,Regular Customers
LS-16945,6,2845.27,2018-07-05,178,0,Regular Customers
LS-16975,9,2988.674,2018-12-10,20,2,Low Engagement Customers
LS-17200,6,1010.2560000000001,2018-09-25,96,0,Regular Customers
LS-17230,3,368.88000000000005,2016-11-14,776,1,High Value Customers
LS-17245,6,1008.1360000000001,2018-11-26,34,0,Regular Customers
LT-16765,3,329.876,2018-12-04,26,0,Regular Customers
LT-17110,8,2936.252,2018-11-26,34,2,Low Engagement Customers
LW-16825,5,2238.061,2018-10-03,88,0,Regular Customers
LW-16990,6,3230.308,2018-11-27,33,0,Regular Customers
LW-17125,3,1259.04,2018-06-08,205,0,Regular Customers
LW-17215,7,5420.514,2018-12-09,21,2,Low Engagement Customers
MA-17560,11,4299.161,2018-10-27,64,2,Low Engagement Customers
MA-17995,6,2453.284,2018-06-27,186,0,Regular Customers
MB-17305,10,1548.702,2018-11-12,48,2,Low Engagement Customers
MB-18085,7,1428.231,2018-11-16,44,0,Regular Customers
MC-17275,8,2725.982,2018-10-15,76,2,Low Engagement Customers
MC-17425,5,4432.138,2017-11-26,399,1,High Value Customers
MC-17575,8,1303.893,2018-12-03,27,0,Regular Customers
MC-17590,6,2426.067,2018-11-09,51,0,Regular Customers
MC-17605,8,2258.192,2018-09-09,112,0,Regular Customers
MC-17635,4,795.154,2018-06-24,189,0,Regular Customers
MC-17845,7,3805.714,2018-12-29,1,2,Low Engagement Customers
MC-18100,10,2218.98,2018-11-19,41,2,Low Engagement Customers
MC-18130,5,1581.9979999999998,2017-12-26,369,1,High Value Customers
MD-17350,6,2716.412,2018-09-04,117,0,Regular Customers
MD-17860,5,1204.91,2018-11-24,36,0,Regular Customers
ME-17320,10,10663.728000000001,2018-11-18,42,2,Low Engagement Customers
ME-17725,8,1908.4532,2018-12-02,28,0,Regular Customers
ME-18010,4,1256.944,2018-09-29,92,0,Regular Customers
MF-17665,5,937.039,2017-11-04,421,1,High Value Customers
MF-18250,5,1758.3,2018-12-23,7,0,Regular Customers
MG-17650,7,3785.276,2018-12-01,29,2,Low Engagement Customers
MG-17680,4,2350.188,2018-09-29,92,0,Regular Customers
MG-17695,3,1342.282,2017-06-23,555,1,High Value Customers
MG-17875,5,1242.8329999999999,2018-09-05,116,0,Regular Customers
MG-17890,9,776.384,2018-09-22,99,0,Regular Customers
MG-18145,4,3061.543,2018-10-07,84,0,Regular Customers
MG-18205,1,16.739,2018-04-10,264,1,High Value Customers
MH-17290,5,1691.505,2018-03-11,294,0,Regular Customers
MH-17440,4,400.016,2017-12-19,376,1,High Value Customers
MH-17455,7,2146.694,2018-07-13,170,0,Regular Customers
MH-17620,4,1252.8,2018-07-28,155,0,Regular Customers
MH-17785,7,2203.7780000000002,2018-09-23,98,0,Regular Customers
MH-18025,5,2984.948,2018-11-11,49,0,Regular Customers
MH-18115,9,5503.093,2018-12-25,5,2,Low Engagement Customers
MJ-17740,7,6320.746,2018-12-08,22,2,Low Engagement Customers
MK-17905,8,2302.368,2018-12-02,28,0,Regular Customers
MK-18160,4,1031.602,2018-05-04,240,0,Regular Customers
ML-17395,9,2722.843,2018-10-22,69,2,Low Engagement Customers
ML-17410,5,2885.26,2018-11-06,54,0,Regular Customers
ML-17755,7,2071.9139999999998,2018-12-01,29,0,Regular Customers
ML-18040,3,742.082,2018-10-12,79,0,Regular Customers
ML-18265,2,162.232,2018-09-21,100,0,Regular Customers
MM-17260,4,1314.023,2018-07-15,168,0,Regular Customers
MM-17920,10,3640.2560000000003,2018-12-23,7,2,Low Engagement Customers
MM-18055,8,2749.881,2018-10-30,61,2,Low Engagement Customers
MM-18280,9,775.414,2018-10-06,85,0,Regular Customers
MN-17935,6,2477.946,2018-11-26,34,0,Regular Customers
MO-17500,4,922.487,2018-10-19,72,0,Regular Customers
MO-17800,8,1687.0269999999998,2018-09-17,104,0,Regular Customers
MO-17950,2,154.288,2018-07-03,180,0,Regular Customers
MP-17470,6,2945.822,2017-01-11,718,1,High Value Customers
MP-17965,9,3983.6420000000003,2018-10-19,72,2,Low Engagement Customers
MP-18175,8,4757.332,2018-12-14,16,2,Low Engagement Customers
MR-17545,4,639.178,2018-08-27,125,0,Regular Customers
MS-17365,10,7443.6900000000005,2018-04-01,273,2,Low Engagement Customers
MS-17530,4,475.65599999999995,2017-10-22,434,1,High Value Customers
MS-17710,6,1613.402,2017-11-12,413,1,High Value Customers
MS-17770,9,3144.678,2018-08-31,121,2,Low Engagement Customers
MS-17830,4,370.348,2017-10-04,452,1,High Value Customers
MS-17980,6,855.116,2018-12-04,26,0,Regular Customers
MT-17815,6,2890.139,2018-11-11,49,0,Regular Customers
MT-18070,4,1319.4498,2018-06-10,203,0,Regular Customers
MV-17485,9,1560.05,2018-12-03,27,2,Low Engagement Customers
MV-18190,7,1734.574,2018-12-11,19,0,Regular Customers
MW-18220,7,5341.900000000001,2018-12-13,17,2,Low Engagement Customers
MW-18235,2,5253.876,2018-11-16,44,0,Regular Customers
MY-17380,7,2254.285,2018-12-01,29,0,Regular Customers
MY-18295,10,3601.88,2018-10-20,71,2,Low Engagement Customers
MZ-17335,4,593.606,2018-11-30,30,0,Regular Customers
MZ-17515,6,2564.906,2018-03-23,282,0,Regular Customers
NB-18580,2,273.87199999999996,2015-10-22,1165,1,High Value Customers
NB-18655,9,1972.599,2018-12-11,19,2,Low Engagement Customers
NC-18340,5,2461.404,2018-05-20,224,0,Regular Customers
NC-18415,6,2218.9900000000002,2018-11-19,41,0,Regular Customers
NC-18535,7,8241.739,2018-12-24,6,2,Low Engagement Customers
NC-18625,5,1821.742,2018-06-09,204,0,Regular Customers
ND-18370,9,4326.139,2018-12-03,27,2,Low Engagement Customers
ND-18460,6,2893.455,2018-06-30,183,0,Regular Customers
NF-18385,6,8080.474,2018-10-12,79,2,Low Engagement Customers
NF-18475,4,377.16200000000003,2017-07-23,525,1,High Value Customers
NF-18595,7,2031.472,2018-09-07,114,0,Regular Customers
NG-18355,5,1869.58,2018-11-12,48,0,Regular Customers
NG-18430,5,1395.9379999999999,2018-11-12,48,0,Regular Customers
NH-18610,6,2518.6659999999997,2018-06-24,189,0,Regular Customers
NK-18490,7,572.048,2018-10-21,70,0,Regular Customers
NL-18310,4,1418.0900000000001,2018-11-02,58,0,Regular Customers
NM-18445,7,6459.344,2018-07-23,160,2,Low Engagement Customers
NM-18520,10,2161.979,2018-04-30,244,2,Low Engagement Customers
NP-18325,6,5529.62,2018-12-05,25,2,Low Engagement Customers
NP-18670,5,3908.402,2018-11-02,58,0,Regular Customers
NP-18685,5,1164.73,2017-11-19,406,1,High Value Customers
NP-18700,7,7903.1825,2018-08-14,138,2,Low Engagement Customers
NR-18550,5,2367.277,2018-06-03,210,0,Regular Customers
NS-18505,4,2575.863,2018-12-24,6,0,Regular Customers
NS-18640,12,2857.753,2018-07-09,174,2,Low Engagement Customers
NW-18400,7,7234.014,2018-07-11,172,2,Low Engagement Customers
NZ-18565,9,2488.31,2018-10-06,85,2,Low Engagement Customers
ON-18715,9,1567.52,2017-11-15,410,1,High Value Customers
OT-18730,5,3818.624,2018-10-26,65,0,Regular Customers
PA-19060,6,729.408,2018-09-18,103,0,Regular Customers
PB-18805,3,740.356,2018-12-05,25,0,Regular Customers
PB-19105,4,688.324,2018-11-03,57,0,Regular Customers
PB-19150,8,1456.95,2018-09-24,97,0,Regular Customers
PB-19210,2,132.738,2017-02-11,687,1,High Value Customers
PC-18745,4,1832.064,2018-12-28,2,0,Regular Customers
PC-19000,2,1061.488,2016-08-01,881,1,High Value Customers
PF-19120,4,9062.864,2016-09-17,834,1,High Value Customers
PF-19165,6,2770.0,2018-06-17,196,0,Regular Customers
PF-19225,5,2206.1279999999997,2018-09-07,114,0,Regular Customers
PG-18820,13,3086.907,2018-11-24,36,2,Low Engagement Customers
PG-18895,9,1987.164,2018-11-03,57,2,Low Engagement Customers
PH-18790,1,729.648,2018-10-21,70,0,Regular Customers
PJ-18835,8,1220.09,2018-11-21,39,0,Regular Customers
PJ-19015,6,1677.536,2018-08-18,134,0,Regular Customers
PK-18910,2,1441.152,2017-09-03,483,1,High Value Customers
PK-19075,12,8646.934,2018-12-21,9,2,Low Engagement Customers
PL-18925,5,239.481,2018-12-15,15,0,Regular Customers
PM-18940,3,1405.402,2017-12-09,386,1,High Value Customers
PM-19135,4,4115.662,2018-11-09,51,0,Regular Customers
PN-18775,8,1467.152,2018-11-30,30,0,Regular Customers
PO-18850,11,7473.8282,2018-12-26,4,2,Low Engagement Customers
PO-18865,7,2493.214,2018-12-30,0,0,Regular Customers
PO-19180,9,4893.043,2018-07-23,160,2,Low Engagement Customers
PO-19195,5,1056.858,2018-10-05,86,0,Regular Customers
PP-18955,10,7252.608,2018-09-24,97,2,Low Engagement Customers
PR-18880,5,1840.178,2018-11-24,36,0,Regular Customers
PS-18760,6,2181.479,2018-09-14,107,0,Regular Customers
PS-18970,8,1278.639,2018-10-22,69,0,Regular Customers
PS-19045,7,6843.634,2018-05-08,236,2,Low Engagement Customers
PT-19090,3,158.46,2018-10-20,71,0,Regular Customers
PV-18985,5,2876.046,2018-10-02,89,0,Regular Customers
PW-19030,10,3454.916,2018-11-14,46,2,Low Engagement Customers
PW-19240,7,3922.4150000000004,2017-09-22,464,1,High Value Customers
QJ-19255,7,1498.4080000000001,2018-04-30,244,0,Regular Customers
RA-19285,9,2617.906,2018-12-25,5,2,Low Engagement Customers
RA-19885,6,3546.224,2018-11-05,55,0,Regular Customers
RA-19915,9,4793.543,2018-12-18,12,2,Low Engagement Customers
RA-19945,5,1686.9225,2018-10-30,61,0,Regular Customers
RB-19330,2,1008.1959999999999,2018-10-23,68,0,Regular Customers
RB-19360,6,15117.339,2018-09-25,96,2,Low Engagement Customers
RB-19435,7,1864.156,2018-11-19,41,0,Regular Customers
RB-19465,12,4715.466,2018-12-21,9,2,Low Engagement Customers
RB-19570,5,528.546,2018-12-05,25,0,Regular Customers
RB-19645,5,221.084,2017-03-22,648,1,High Value Customers
RB-19705,4,2067.45,2018-11-06,54,0,Regular Customers
RB-19795,8,5633.316000000001,2018-11-28,32,2,Low Engagement Customers
RC-19825,6,966.409,2017-12-26,369,1,High Value Customers
RC-19960,4,652.644,2018-09-11,110,0,Regular Customers
RD-19480,8,4272.93,2018-10-19,72,2,Low Engagement Customers
RD-19585,9,2832.904,2018-07-03,180,2,Low Engagement Customers
RD-19660,4,2745.892,2018-09-07,114,0,Regular Customers
RD-19720,10,1419.737,2018-12-09,21,2,Low Engagement Customers
RD-19810,8,1137.616,2018-12-16,14,0,Regular Customers
RD-19900,9,3133.924,2018-09-07,114,2,Low Engagement Customers
RD-19930,4,970.9420000000001,2018-11-18,42,0,Regular Customers
RE-19405,1,48.36,2015-12-29,1097,1,High Value Customers
RE-19450,4,666.52,2018-03-03,302,1,High Value Customers
RF-19345,8,3309.15,2017-12-05,390,2,Low Engagement Customers
RF-19735,7,2341.2960000000003,2018-10-02,89,0,Regular Customers
RF-19840,7,938.862,2018-12-24,6,0,Regular Customers
RH-19495,5,3621.3759999999997,2018-11-28,32,0,Regular Customers
RH-19510,6,6979.18,2017-09-19,467,1,High Value Customers
RH-19555,2,740.382,2017-07-29,519,1,High Value Customers
RH-19600,3,2085.7400000000002,2017-07-14,534,1,High Value Customers
RK-19300,3,1460.192,2018-09-02,119,0,Regular Customers
RL-19615,8,6234.91,2018-08-31,121,2,Low Engagement Customers
RM-19375,5,816.294,2017-07-07,541,1,High Value Customers
RM-19675,5,5979.0960000000005,2018-12-24,6,2,Low Engagement Customers
RM-19750,1,98.35,2018-03-06,299,1,High Value Customers
RO-19780,7,3815.478,2018-11-25,35,2,Low Engagement Customers
RP-19270,4,954.6452,2017-08-21,496,1,High Value Customers
RP-19390,12,5153.084,2018-11-27,33,2,Low Engagement Customers
RP-19855,7,2055.356,2018-12-02,28,0,Regular Customers
RR-19315,2,615.932,2018-12-11,19,0,Regular Customers
RR-19525,6,3302.2619999999997,2018-07-13,170,0,Regular Customers
RS-19420,5,3221.29,2018-10-15,76,0,Regular Customers
RS-19765,8,4159.7699999999995,2018-11-24,36,2,Low Engagement Customers
RS-19870,2,22.328,2018-12-11,19,0,Regular Customers
RW-19540,7,7397.401,2018-09-01,120,2,Low Engagement Customers
RW-19630,9,3279.746,2018-10-02,89,2,Low Engagement Customers
RW-19690,5,3495.646,2018-10-12,79,0,Regular Customers
SA-20830,10,4767.3415,2018-10-28,63,2,Low Engagement Customers
SB-20170,3,1348.02,2018-06-12,201,0,Regular Customers
SB-20185,6,6410.996,2018-06-25,188,2,Low Engagement Customers
SB-20290,7,8057.891,2018-11-13,47,2,Low Engagement Customers
SC-20020,5,3362.9636,2016-11-10,780,1,High Value Customers
SC-20050,9,4624.572,2018-11-20,40,2,Low Engagement Customers
SC-20095,9,14142.333999999999,2018-01-15,349,2,Low Engagement Customers
SC-20230,4,4371.9580000000005,2018-08-03,149,0,Regular Customers
SC-20260,8,3729.7929999999997,2018-06-26,187,2,Low Engagement Customers
SC-20305,6,3650.473,2018-12-01,29,0,Regular Customers
SC-20380,9,5992.536,2018-11-30,30,2,Low Engagement Customers
SC-20440,7,1874.998,2018-11-24,36,0,Regular Customers
SC-20575,4,799.798,2018-09-29,92,0,Regular Customers
SC-20680,6,1254.64,2018-08-26,126,0,Regular Customers
SC-20695,10,2576.408,2018-10-02,89,2,Low Engagement Customers
SC-20725,11,5226.21,2018-06-26,187,2,Low Engagement Customers
SC-20770,7,4492.657,2018-11-19,41,2,Low Engagement Customers
SC-20800,4,279.25600000000003,2018-11-30,30,0,Regular Customers
SC-20845,1,14.112,2017-11-11,414,1,High Value Customers
SD-20485,9,6121.114,2018-06-13,200,2,Low Engagement Customers
SE-20110,11,12209.438000000002,2018-12-21,9,2,Low Engagement Customers
SF-20065,7,763.5459999999999,2018-11-01,59,0,Regular Customers
SF-20200,9,3422.7859999999996,2018-11-01,59,2,Low Engagement Customers
SF-20965,9,3336.535,2018-11-12,48,2,Low Engagement Customers
SG-20080,3,3406.5809999999997,2018-12-22,8,0,Regular Customers
SG-20470,8,1884.798,2018-06-30,183,0,Regular Customers
SG-20605,5,3118.892,2018-09-13,108,0,Regular Customers
SG-20890,3,47.946,2018-05-18,226,0,Regular Customers
SH-19975,12,2465.6594999999998,2018-12-01,29,2,Low Engagement Customers
SH-20395,10,2180.718,2018-12-07,23,2,Low Engagement Customers
SH-20635,2,2096.392,2016-11-26,764,1,High Value Customers
SJ-20125,12,3949.656,2018-09-26,95,2,Low Engagement Customers
SJ-20215,6,1341.036,2018-12-01,29,0,Regular Customers
SJ-20500,5,1318.776,2018-04-21,253,0,Regular Customers
SK-19990,3,883.409,2018-12-22,8,0,Regular Customers
SL-20155,6,3046.532,2018-10-21,70,0,Regular Customers
SM-20005,4,244.49399999999997,2017-11-04,421,1,High Value Customers
SM-20320,5,25043.05,2018-10-12,79,2,Low Engagement Customers
SM-20905,1,1043.041,2017-05-03,606,1,High Value Customers
SM-20950,11,4464.862,2018-12-05,25,2,Low Engagement Customers
SN-20560,6,1860.418,2018-09-10,111,0,Regular Customers
SN-20710,7,3127.9592,2018-10-12,79,0,Regular Customers
SO-20335,6,2602.5755,2018-12-01,29,0,Regular Customers
SP-20545,6,1306.086,2018-02-06,327,0,Regular Customers
SP-20620,9,5440.319,2018-11-13,47,2,Low Engagement Customers
SP-20650,9,1872.4360000000001,2017-12-09,386,2,Low Engagement Customers
SP-20860,10,4282.94,2018-10-12,79,2,Low Engagement Customers
SP-20920,6,3990.689,2018-10-21,70,0,Regular Customers
SR-20425,5,3233.481,2018-12-22,8,0,Regular Customers
SR-20740,8,4345.8859999999995,2018-06-17,196,2,Low Engagement Customers
SS-20140,8,1324.028,2018-12-15,15,0,Regular Customers
SS-20410,6,3056.8070000000002,2018-09-11,110,0,Regular Customers
SS-20515,3,613.4,2017-08-26,491,1,High Value Customers
SS-20590,6,418.49,2017-10-24,432,1,High Value Customers
SS-20875,5,964.636,2018-09-01,120,0,Regular Customers
ST-20530,7,433.34000000000003,2018-08-27,125,0,Regular Customers
SU-20665,7,2595.364,2018-12-10,20,0,Regular Customers
SV-20365,10,11470.949999999999,2018-09-20,101,2,Low Engagement Customers
SV-20785,8,3390.105,2018-02-13,320,2,Low Engagement Customers
SV-20815,4,1271.0900000000001,2018-10-15,76,0,Regular Customers
SV-20935,8,1903.491,2018-12-28,2,0,Regular Customers
SW-20245,7,1085.078,2018-10-10,81,0,Regular Customers
SW-20275,6,1966.65,2018-11-30,30,0,Regular Customers
SW-20350,3,1019.044,2018-07-21,162,0,Regular Customers
SW-20455,6,2835.564,2018-07-21,162,0,Regular Customers
SW-20755,2,758.6959999999999,2017-07-14,534,1,High Value Customers
SZ-20035,11,3625.329,2018-11-25,35,2,Low Engagement Customers
TA-21385,4,14595.62,2018-10-22,69,2,Low Engagement Customers
TB-21055,4,1451.361,2018-09-02,119,0,Regular Customers
TB-21175,4,3589.296,2018-11-02,58,0,Regular Customers
TB-21190,4,816.1740000000001,2018-11-11,49,0,Regular Customers
TB-21250,7,1602.376,2018-01-15,349,0,Regular Customers
TB-21280,6,2198.45,2017-05-26,583,1,High Value Customers
TB-21355,5,834.328,2018-08-06,146,0,Regular Customers
TB-21400,6,9108.742,2018-06-11,202,2,Low Engagement Customers
TB-21520,9,4737.486,2018-09-14,107,2,Low Engagement Customers
TB-21595,4,1240.871,2018-03-20,285,0,Regular Customers
TB-21625,9,2797.668,2018-11-30,30,2,Low Engagement Customers
TC-20980,5,19052.218,2017-11-26,399,2,Low Engagement Customers
TC-21145,1,1038.26,2018-09-15,106,0,Regular Customers
TC-21295,8,4266.812,2018-12-03,27,2,Low Engagement Customers
TC-21475,9,1244.976,2018-07-30,153,0,Regular Customers
TC-21535,7,742.5580000000001,2018-12-26,4,0,Regular Customers
TD-20995,9,1434.5480000000002,2018-11-23,37,2,Low Engagement Customers
TG-21310,5,3058.372,2018-01-27,337,1,High Value Customers
TG-21640,4,2074.661,2018-09-07,114,0,Regular Customers
TH-21100,5,2422.824,2018-01-20,344,1,High Value Customers
TH-21115,4,2942.772,2018-11-02,58,0,Regular Customers
TH-21235,8,1022.201,2018-09-04,117,0,Regular Customers
TH-21550,7,4234.0960000000005,2018-10-19,72,2,Low Engagement Customers
TM-21010,7,2819.026,2018-09-18,103,0,Regular Customers
TM-21490,3,1094.6779999999999,2018-08-22,130,0,Regular Customers
TN-21040,7,3130.221,2018-10-01,90,0,Regular Customers
TP-21130,9,4454.0560000000005,2018-12-22,8,2,Low Engagement Customers
TP-21415,5,5329.0048,2018-09-17,104,0,Regular Customers
TP-21565,4,1936.6399999999999,2018-01-14,350,1,High Value Customers
TR-21325,5,675.9419999999999,2018-06-20,193,0,Regular Customers
TS-21085,2,4.833,2018-01-07,357,1,High Value Customers
TS-21160,6,2163.6240000000003,2017-08-13,504,1,High Value Customers
TS-21205,7,5371.09,2018-06-15,198,2,Low Engagement Customers
TS-21340,5,974.7819999999999,2018-05-18,226,0,Regular Customers
TS-21370,6,11891.751,2018-11-24,36,2,Low Engagement Customers
TS-21430,5,2054.14,2018-07-11,172,0,Regular Customers
TS-21505,6,2243.274,2018-12-19,11,0,Regular Customers
TS-21610,7,2820.424,2018-11-05,55,0,Regular Customers
TS-21655,5,3368.094,2018-05-06,238,0,Regular Customers
TT-21070,7,4915.602,2018-11-29,31,2,Low Engagement Customers
TT-21220,8,1427.0439999999999,2018-06-30,183,0,Regular Customers
TT-21265,3,439.5,2017-11-19,406,1,High Value Customers
TT-21460,7,5364.808,2018-12-18,12,2,Low Engagement Customers
TW-21025,7,5278.826,2018-10-27,64,2,Low Engagement Customers
TZ-21580,4,1707.286,2018-11-25,35,0,Regular Customers
VB-21745,6,2005.596,2018-11-06,54,0,Regular Customers
VD-21670,6,6442.254,2017-05-28,581,1,High Value Customers
VF-21715,5,847.944,2018-12-17,13,0,Regular Customers
VG-21790,6,846.01,2018-07-29,154,0,Regular Customers
VG-21805,4,418.432,2017-08-26,491,1,High Value Customers
VM-21685,6,1160.116,2018-11-06,54,0,Regular Customers
VM-21835,5,380.69,2018-09-04,117,0,Regular Customers
VP-21730,3,993.9019999999999,2018-11-30,30,0,Regular Customers
VP-21760,7,3360.526,2018-10-16,75,0,Regular Customers
VS-21820,4,1055.981,2018-05-23,221,0,Regular Customers
VT-21700,2,1736.596,2016-04-05,999,1,High Value Customers
VW-21775,10,6134.0380000000005,2018-12-02,28,2,Low Engagement Customers
WB-21850,10,6129.71,2018-12-10,20,2,Low Engagement Customers
XP-21865,11,2374.658,2018-11-17,43,2,Low Engagement Customers
YC-21895,5,5454.35,2018-12-26,4,0,Regular Customers
YS-21880,8,6720.4439999999995,2018-12-21,9,2,Low Engagement Customers
ZC-21910,13,8025.707,2018-11-06,54,2,Low Engagement Customers
ZD-21925,5,1493.944,2018-06-11,202,0,Regular Customers
